id,artifact_id,event_type,event_data,created_at,step_id,entity_id,entity_type
000e645a-bd02-479f-9e49-e647fecdbd47,9dae2760-d0c8-41e1-9078-06fbe3b3314a,CREATED,"{""message"": ""Artefacto creado""}",2026-01-16 15:22:32.347525+00,,,
007fb836-4feb-4892-896d-0ce441c97415,9dae2760-d0c8-41e1-9078-06fbe3b3314a,INFO,"{""message"": ""Lote procesado: 0/6 fuentes válidas encontradas.""}",2026-01-16 20:46:37.619958+00,ESP-04,1bb44e95-2479-4b14-bec0-228e0cbfa03d,curation
00af7eb3-1f13-4540-8250-2e6522f84c54,4c285951-852c-4cf7-8e34-6090118230dd,INFO,"{""message"": ""Lote procesado: 4/9 fuentes válidas encontradas.""}",2026-01-12 15:30:34.318119+00,ESP-04,77db4fc5-d3a3-4de8-8cd4-4ffc9968d454,curation
00b7259b-9f81-4a18-91de-b2d957b843ac,2dd66901-d851-4066-8b7e-243dbbf3a578,VALIDATION,"{""message"": ""Validaciones ejecutadas. Estado: PHASE3_NEEDS_FIX"", ""entry_type"": ""VALIDATION""}",2026-01-16 22:26:29.974454+00,ESP-05,,
00babcb7-7799-4d9d-9585-b465d65f65e1,4c285951-852c-4cf7-8e34-6090118230dd,INFO,"{""message"": ""Lote procesado: 4/4 fuentes válidas encontradas.""}",2026-01-12 17:20:05.481872+00,ESP-04,2a9787f6-cfc0-4b6c-90ac-533938853c92,curation
00cc5cf5-8a0b-46e7-b058-758315770a69,4c285951-852c-4cf7-8e34-6090118230dd,GENERATION_STARTED,"{""promptVersion"": ""adapted""}",2026-01-12 06:32:37.561226+00,ESP-04,,
0119a0a1-cc7c-44c0-b60e-918a7f71aed4,5dd46e1a-3216-4dc8-a851-8ea242c5e263,VALIDATION_STARTED,"{""model"": ""gemini-2.5-pro""}",2026-01-14 21:19:36.173389+00,ESP-03-VAL,,
013f8337-7d0e-48bd-af7b-6189b20cf86c,4c285951-852c-4cf7-8e34-6090118230dd,GENERATION_STARTED,"{""promptVersion"": ""adapted""}",2026-01-12 06:08:33.471299+00,ESP-03,,
014096d4-c0b0-4396-8c24-682df1dfaf77,4a392f00-b5a3-4218-a3db-1ef0ed694c29,ARCHITECT_APPROVED,"{""approvals"": {""notes"": """", ""reviewed_at"": ""2026-01-10T14:54:33.260Z"", ""reviewed_by"": ""architect-user"", ""architect_status"": ""APPROVED""}, ""blockersCount"": 0}",2026-01-10 14:54:33.572708+00,ESP-03,,
014dc8b4-83a3-4e35-b277-ea9773bc15cf,4c285951-852c-4cf7-8e34-6090118230dd,INFO,"{""message"": ""Lote procesado: 5/5 fuentes válidas encontradas.""}",2026-01-14 00:14:14.169406+00,ESP-04,3c18304c-8207-4a81-99c9-ee4f4a58a06d,curation
01b7479c-354d-4636-a26d-8c493b52fa66,4c285951-852c-4cf7-8e34-6090118230dd,INFO,"{""message"": ""Lote procesado: 2/2 fuentes válidas encontradas.""}",2026-01-12 17:32:49.099656+00,ESP-04,2a9787f6-cfc0-4b6c-90ac-533938853c92,curation
01bc702c-e4f7-48f8-b62f-1f478a253495,4c285951-852c-4cf7-8e34-6090118230dd,INFO,"{""message"": ""Lote procesado: 3/3 fuentes válidas encontradas.""}",2026-01-12 17:24:25.111643+00,ESP-04,2a9787f6-cfc0-4b6c-90ac-533938853c92,curation
01ea281e-d822-4271-9261-1b43c0ed8aef,5dd46e1a-3216-4dc8-a851-8ea242c5e263,INFO,"{""gaps"": [{""lesson"": ""Lección 1.1: Introducción al Marketing de Guerrilla: Más Allá de lo Digital"", ""reason"": ""NO_COVERAGE"", ""component"": ""DIALOGUE""}, {""lesson"": ""Lección 1.1: Introducción al Marketing de Guerrilla: Más Allá de lo Digital"", ""reason"": ""NO_COVERAGE"", ""component"": ""READING""}, {""lesson"": ""Lección 1.1: Introducción al Marketing de Guerrilla: Más Allá de lo Digital"", ""reason"": ""NO_COVERAGE"", ""component"": ""VIDEO_THEORETICAL""}, {""lesson"": ""Lección 1.1: Introducción al Marketing de Guerrilla: Más Allá de lo Digital"", ""reason"": ""NO_COVERAGE"", ""component"": ""QUIZ""}, {""lesson"": ""Lección 1.2: El Manifiesto del Freelancer: Principios de la Publicidad No Convencional"", ""reason"": ""NO_COVERAGE"", ""component"": ""DIALOGUE""}, {""lesson"": ""Lección 1.2: El Manifiesto del Freelancer: Principios de la Publicidad No Convencional"", ""reason"": ""NO_COVERAGE"", ""component"": ""READING""}, {""lesson"": ""Lección 1.2: El Manifiesto del Freelancer: Principios de la Publicidad No Convencional"", ""reason"": ""NO_COVERAGE"", ""component"": ""VIDEO_DEMO""}, {""lesson"": ""Lección 1.2: El Manifiesto del Freelancer: Principios de la Publicidad No Convencional"", ""reason"": ""NO_COVERAGE"", ""component"": ""QUIZ""}, {""lesson"": ""Lección 1.3: Copywriting de Respuesta Directa: Cómo Incitar a la Acción en Medios Físicos"", ""reason"": ""NO_COVERAGE"", ""component"": ""DIALOGUE""}, {""lesson"": ""Lección 1.3: Copywriting de Respuesta Directa: Cómo Incitar a la Acción en Medios Físicos"", ""reason"": ""NO_COVERAGE"", ""component"": ""READING""}, {""lesson"": ""Lección 1.3: Copywriting de Respuesta Directa: Cómo Incitar a la Acción en Medios Físicos"", ""reason"": ""NO_COVERAGE"", ""component"": ""VIDEO_DEMO""}, {""lesson"": ""Lección 1.3: Copywriting de Respuesta Directa: Cómo Incitar a la Acción en Medios Físicos"", ""reason"": ""NO_COVERAGE"", ""component"": ""EXERCISE""}, {""lesson"": ""Lección 1.3: Copywriting de Respuesta Directa: Cómo Incitar a la Acción en Medios Físicos"", ""reason"": ""NO_COVERAGE"", ""component"": ""QUIZ""}, {""lesson"": ""Lección 1.4: Análisis del Entorno: Descubriendo Oportunidades Físicas en tu Nicho"", ""reason"": ""NO_COVERAGE"", ""component"": ""DIALOGUE""}, {""lesson"": ""Lección 1.4: Análisis del Entorno: Descubriendo Oportunidades Físicas en tu Nicho"", ""reason"": ""NO_COVERAGE"", ""component"": ""READING""}, {""lesson"": ""Lección 1.4: Análisis del Entorno: Descubriendo Oportunidades Físicas en tu Nicho"", ""reason"": ""NO_COVERAGE"", ""component"": ""VIDEO_DEMO""}, {""lesson"": ""Lección 1.4: Análisis del Entorno: Descubriendo Oportunidades Físicas en tu Nicho"", ""reason"": ""NO_COVERAGE"", ""component"": ""EXERCISE""}, {""lesson"": ""Lección 1.4: Análisis del Entorno: Descubriendo Oportunidades Físicas en tu Nicho"", ""reason"": ""NO_COVERAGE"", ""component"": ""QUIZ""}, {""lesson"": ""Lección 2.1: Definiendo al Cliente Ideal Fuera de Línea: Comportamientos y Lugares Clave"", ""reason"": ""NO_COVERAGE"", ""component"": ""DIALOGUE""}, {""lesson"": ""Lección 2.1: Definiendo al Cliente Ideal Fuera de Línea: Comportamientos y Lugares Clave"", ""reason"": ""NO_COVERAGE"", ""component"": ""READING""}, {""lesson"": ""Lección 2.1: Definiendo al Cliente Ideal Fuera de Línea: Comportamientos y Lugares Clave"", ""reason"": ""NO_COVERAGE"", ""component"": ""VIDEO_DEMO""}, {""lesson"": ""Lección 2.1: Definiendo al Cliente Ideal Fuera de Línea: Comportamientos y Lugares Clave"", ""reason"": ""NO_COVERAGE"", ""component"": ""EXERCISE""}, {""lesson"": ""Lección 2.1: Definiendo al Cliente Ideal Fuera de Línea: Comportamientos y Lugares Clave"", ""reason"": ""NO_COVERAGE"", ""component"": ""QUIZ""}, {""lesson"": ""Lección 2.2: Ideación y Brainstorming Creativo: Generando Ideas de Guerrilla Memorables"", ""reason"": ""NO_COVERAGE"", ""component"": ""DIALOGUE""}, {""lesson"": ""Lección 2.2: Ideación y Brainstorming Creativo: Generando Ideas de Guerrilla Memorables"", ""reason"": ""NO_COVERAGE"", ""component"": ""READING""}, {""lesson"": ""Lección 2.2: Ideación y Brainstorming Creativo: Generando Ideas de Guerrilla Memorables"", ""reason"": ""NO_COVERAGE"", ""component"": ""VIDEO_GUIDE""}, {""lesson"": ""Lección 2.2: Ideación y Brainstorming Creativo: Generando Ideas de Guerrilla Memorables"", ""reason"": ""NO_COVERAGE"", ""component"": ""EXERCISE""}, {""lesson"": ""Lección 2.2: Ideación y Brainstorming Creativo: Generando Ideas de Guerrilla Memorables"", ""reason"": ""NO_COVERAGE"", ""component"": ""QUIZ""}, {""lesson"": ""Lección 2.3: Presupuesto Mínimo, Impacto Máximo: Planificación de Recursos y Materiales"", ""reason"": ""NO_COVERAGE"", ""component"": ""DIALOGUE""}, {""lesson"": ""Lección 2.3: Presupuesto Mínimo, Impacto Máximo: Planificación de Recursos y Materiales"", ""reason"": ""NO_COVERAGE"", ""component"": ""READING""}, {""lesson"": ""Lección 2.3: Presupuesto Mínimo, Impacto Máximo: Planificación de Recursos y Materiales"", ""reason"": ""NO_COVERAGE"", ""component"": ""VIDEO_DEMO""}, {""lesson"": ""Lección 2.3: Presupuesto Mínimo, Impacto Máximo: Planificación de Recursos y Materiales"", ""reason"": ""NO_COVERAGE"", ""component"": ""EXERCISE""}, {""lesson"": ""Lección 2.3: Presupuesto Mínimo, Impacto Máximo: Planificación de Recursos y Materiales"", ""reason"": ""NO_COVERAGE"", ""component"": ""QUIZ""}, {""lesson"": ""Lección 2.4: Creación del Mensaje Central y Llamado a la Acción (CTA) Físico"", ""reason"": ""NO_COVERAGE"", ""component"": ""DIALOGUE""}, {""lesson"": ""Lección 2.4: Creación del Mensaje Central y Llamado a la Acción (CTA) Físico"", ""reason"": ""NO_COVERAGE"", ""component"": ""READING""}, {""lesson"": ""Lección 2.4: Creación del Mensaje Central y Llamado a la Acción (CTA) Físico"", ""reason"": ""NO_COVERAGE"", ""component"": ""VIDEO_GUIDE""}, {""lesson"": ""Lección 2.4: Creación del Mensaje Central y Llamado a la Acción (CTA) Físico"", ""reason"": ""NO_COVERAGE"", ""component"": ""EXERCISE""}, {""lesson"": ""Lección 2.4: Creación del Mensaje Central y Llamado a la Acción (CTA) Físico"", ""reason"": ""NO_COVERAGE"", ""component"": ""QUIZ""}, {""lesson"": ""Lección 2.5: Diseño de Materiales de Prospección: de Tarjetas a Objetos Interactivos"", ""reason"": ""NO_COVERAGE"", ""component"": ""DIALOGUE""}, {""lesson"": ""Lección 2.5: Diseño de Materiales de Prospección: de Tarjetas a Objetos Interactivos"", ""reason"": ""NO_COVERAGE"", ""component"": ""READING""}, {""lesson"": ""Lección 2.5: Diseño de Materiales de Prospección: de Tarjetas a Objetos Interactivos"", ""reason"": ""NO_COVERAGE"", ""component"": ""VIDEO_GUIDE""}, {""lesson"": ""Lección 2.5: Diseño de Materiales de Prospección: de Tarjetas a Objetos Interactivos"", ""reason"": ""NO_COVERAGE"", ""component"": ""EXERCISE""}, {""lesson"": ""Lección 2.5: Diseño de Materiales de Prospección: de Tarjetas a Objetos Interactivos"", ""reason"": ""NO_COVERAGE"", ""component"": ""QUIZ""}, {""lesson"": ""Lección 3.1: Marketing Ambiental: Integrando tu Mensaje en el Entorno Urbano"", ""reason"": ""NO_COVERAGE"", ""component"": ""DIALOGUE""}, {""lesson"": ""Lección 3.1: Marketing Ambiental: Integrando tu Mensaje en el Entorno Urbano"", ""reason"": ""NO_COVERAGE"", ""component"": ""READING""}, {""lesson"": ""Lección 3.1: Marketing Ambiental: Integrando tu Mensaje en el Entorno Urbano"", ""reason"": ""NO_COVERAGE"", ""component"": ""VIDEO_GUIDE""}, {""lesson"": ""Lección 3.1: Marketing Ambiental: Integrando tu Mensaje en el Entorno Urbano"", ""reason"": ""NO_COVERAGE"", ""component"": ""EXERCISE""}, {""lesson"": ""Lección 3.1: Marketing Ambiental: Integrando tu Mensaje en el Entorno Urbano"", ""reason"": ""NO_COVERAGE"", ""component"": ""QUIZ""}, {""lesson"": ""Lección 3.2: Creando Experiencias Inolvidables: Introducción al Marketing Experiencial"", ""reason"": ""NO_COVERAGE"", ""component"": ""DIALOGUE""}, {""lesson"": ""Lección 3.2: Creando Experiencias Inolvidables: Introducción al Marketing Experiencial"", ""reason"": ""NO_COVERAGE"", ""component"": ""READING""}, {""lesson"": ""Lección 3.2: Creando Experiencias Inolvidables: Introducción al Marketing Experiencial"", ""reason"": ""NO_COVERAGE"", ""component"": ""VIDEO_GUIDE""}, {""lesson"": ""Lección 3.2: Creando Experiencias Inolvidables: Introducción al Marketing Experiencial"", ""reason"": ""NO_COVERAGE"", ""component"": ""EXERCISE""}, {""lesson"": ""Lección 3.2: Creando Experiencias Inolvidables: Introducción al Marketing Experiencial"", ""reason"": ""NO_COVERAGE"", ""component"": ""QUIZ""}, {""lesson"": ""Lección 3.3: Logística de la Ejecución: Permisos, Tiempos y Consideraciones Legales"", ""reason"": ""NO_COVERAGE"", ""component"": ""DIALOGUE""}, {""lesson"": ""Lección 3.3: Logística de la Ejecución: Permisos, Tiempos y Consideraciones Legales"", ""reason"": ""NO_COVERAGE"", ""component"": ""READING""}, {""lesson"": ""Lección 3.3: Logística de la Ejecución: Permisos, Tiempos y Consideraciones Legales"", ""reason"": ""NO_COVERAGE"", ""component"": ""VIDEO_DEMO""}, {""lesson"": ""Lección 3.3: Logística de la Ejecución: Permisos, Tiempos y Consideraciones Legales"", ""reason"": ""NO_COVERAGE"", ""component"": ""QUIZ""}, {""lesson"": ""Lección 3.4: El Arte de la Documentación: Cómo Capturar tu Campaña para Medios Digitales"", ""reason"": ""NO_COVERAGE"", ""component"": ""DIALOGUE""}, {""lesson"": ""Lección 3.4: El Arte de la Documentación: Cómo Capturar tu Campaña para Medios Digitales"", ""reason"": ""NO_COVERAGE"", ""component"": ""READING""}, {""lesson"": ""Lección 3.4: El Arte de la Documentación: Cómo Capturar tu Campaña para Medios Digitales"", ""reason"": ""NO_COVERAGE"", ""component"": ""VIDEO_DEMO""}, {""lesson"": ""Lección 3.4: El Arte de la Documentación: Cómo Capturar tu Campaña para Medios Digitales"", ""reason"": ""NO_COVERAGE"", ""component"": ""EXERCISE""}, {""lesson"": ""Lección 3.4: El Arte de la Documentación: Cómo Capturar tu Campaña para Medios Digitales"", ""reason"": ""NO_COVERAGE"", ""component"": ""QUIZ""}, {""lesson"": ""Lección 3.5: Taller Práctico: Construcción del Prototipo de tu Campaña Física"", ""reason"": ""NO_COVERAGE"", ""component"": ""DIALOGUE""}, {""lesson"": ""Lección 3.5: Taller Práctico: Construcción del Prototipo de tu Campaña Física"", ""reason"": ""NO_COVERAGE"", ""component"": ""READING""}, {""lesson"": ""Lección 3.5: Taller Práctico: Construcción del Prototipo de tu Campaña Física"", ""reason"": ""NO_COVERAGE"", ""component"": ""VIDEO_GUIDE""}, {""lesson"": ""Lección 3.5: Taller Práctico: Construcción del Prototipo de tu Campaña Física"", ""reason"": ""NO_COVERAGE"", ""component"": ""EXERCISE""}, {""lesson"": ""Lección 3.5: Taller Práctico: Construcción del Prototipo de tu Campaña Física"", ""reason"": ""NO_COVERAGE"", ""component"": ""QUIZ""}, {""lesson"": ""Lección 4.1: Definiendo el Éxito: Establecimiento de KPIs para Campañas Offline"", ""reason"": ""NO_COVERAGE"", ""component"": ""DIALOGUE""}, {""lesson"": ""Lección 4.1: Definiendo el Éxito: Establecimiento de KPIs para Campañas Offline"", ""reason"": ""NO_COVERAGE"", ""c...",2026-01-15 00:24:47.517285+00,ESP-04,97d46e57-01a1-4b8f-ba2b-a7cd41ca1d40,curation
020ce90c-f6a9-45a6-a6b3-88c9117024e2,9dae2760-d0c8-41e1-9078-06fbe3b3314a,GENERATION_STARTED,"{""promptVersion"": ""default""}",2026-01-16 21:03:13.522211+00,ESP-04,,
025642b5-8296-4ca6-b9f9-23696c988f3d,2dd66901-d851-4066-8b7e-243dbbf3a578,GENERATION,"{""message"": ""Error generando \""Lección 4.5: Plan de Mejora Continua: Iterando sobre el Protocolo de Comunicación Asíncrona\"": Error API: 500"", ""lesson_id"": ""trn8erl2a"", ""entry_type"": ""GENERATION""}",2026-01-16 22:24:38.058109+00,ESP-05,,
0292f433-235f-4319-bfe4-53d64e1dd47b,9d29e510-f9c2-4e0e-9eeb-0a81fa5c2e42,INFO,"{""message"": ""Lote procesado: 6/6 fuentes válidas encontradas.""}",2026-01-14 02:00:59.840382+00,ESP-04,799e5d9c-e084-4a5b-ad2b-3dc707486478,curation
0323cd6b-cd5f-42b1-8400-f9a7122ecfb1,f15f816c-d589-4889-a24c-deaafce49209,INFO,"{""message"": ""Lote procesado: 6/6 fuentes válidas encontradas.""}",2026-01-16 02:11:18.689449+00,ESP-04,3c9b58de-d1c2-4d25-ad90-72afa5e6d360,curation
034cadae-50eb-4573-b347-1a081dfd1b05,9dae2760-d0c8-41e1-9078-06fbe3b3314a,INFO,"{""message"": ""Lote procesado: 0/8 fuentes válidas encontradas.""}",2026-01-16 22:28:16.321742+00,ESP-04,a359f6f3-e897-47af-936c-d928a3eb4ebb,curation
03652d96-dcc1-439e-b782-ed825301b550,f15f816c-d589-4889-a24c-deaafce49209,INFO,"{""message"": ""Lote procesado: 6/6 fuentes válidas encontradas.""}",2026-01-16 01:36:24.532078+00,ESP-04,592eeef8-3991-4c78-8a34-92cc79b253b3,curation
03c17551-c357-47ed-824d-afc1707d8798,f15f816c-d589-4889-a24c-deaafce49209,GENERATION_STARTED,"{""promptVersion"": ""default""}",2026-01-16 02:01:44.195353+00,ESP-04,,
03ce2055-48b5-4d47-9b12-d39256c79ed2,4c285951-852c-4cf7-8e34-6090118230dd,INFO,"{""message"": ""Iniciando proceso Background (Admin: true)."", ""components_count"": 87}",2026-01-13 23:56:22.676293+00,ESP-04,88160038-5a8d-4781-a2c1-62f3e07cf738,curation
03dd2368-934e-4cb9-9b00-0d3dbb9033d4,f15f816c-d589-4889-a24c-deaafce49209,INFO,"{""message"": ""Lote procesado: 6/6 fuentes válidas encontradas.""}",2026-01-16 02:31:20.293501+00,ESP-04,7249ff07-2fd1-4d72-8079-38b3f48cf782,curation
03ebef1c-77b6-4101-9fd2-10c32738f972,0ecd1b54-ad27-456b-8518-ddb826f20fcc,VALIDATION_PASSED,"{""validation"": {""allPassed"": true, ""semanticChecks"": [{""code"": ""S01_OA_OPERABLE"", ""pass"": false, ""message"": ""2 OA sin verbo Bloom o criterio medible"", ""severity"": ""warning""}, {""code"": ""S02_OA_COMPONENT_ALIGNMENT"", ""pass"": true, ""message"": ""OA y componentes alineados"", ""severity"": ""warning""}, {""code"": ""S03_NO_CONTRADICTIONS"", ""pass"": true, ""message"": ""Sin contradicciones detectadas"", ""severity"": ""warning""}], ""automaticChecks"": [{""code"": ""V01_ALL_LESSONS_PRESENT"", ""pass"": true, ""message"": ""Todas las 13 lecciones incluidas"", ""severity"": ""error""}, {""code"": ""V02_OA_DEFINED"", ""pass"": true, ""message"": ""Todos los OA están definidos"", ""severity"": ""error""}, {""code"": ""V03_REQUIRED_COMPONENTS"", ""pass"": true, ""message"": ""DIALOGUE, READING y QUIZ presentes en todas las lecciones"", ""severity"": ""error""}, {""code"": ""V04_BLOCKERS_DOCUMENTED"", ""pass"": false, ""message"": ""Debe indicar bloqueadores o marcar \""Sin bloqueadores\"""", ""severity"": ""warning""}, {""code"": ""V05_MAX_ITERATIONS"", ""pass"": true, ""message"": ""Iteración 0/2"", ""severity"": ""error""}]}}",2026-01-03 15:19:51.332419+00,ESP-03,,
03f19881-e6ed-4b77-8173-dc217159f4d0,7c9eabfb-75e8-478d-a24c-5137d8446698,NOTE,"{""message"": ""[Google Search Grounding] Generación completada: 0 fuentes. URLs: 0 OK, 0 fallidas. Auto-clasificadas: 0."", ""entry_type"": ""NOTE""}",2026-01-10 22:45:53.771154+00,ESP-04,7a170b7a-532f-455f-8e48-16ade8b91e16,curation
04509f02-ffd9-4d6d-832f-e0102571a9ce,f15f816c-d589-4889-a24c-deaafce49209,INFO,"{""message"": ""Lote procesado: 6/6 fuentes válidas encontradas.""}",2026-01-16 02:17:52.841095+00,ESP-04,3c9b58de-d1c2-4d25-ad90-72afa5e6d360,curation
04777ca3-ed56-4a37-ae2e-4045964e8dcd,4c285951-852c-4cf7-8e34-6090118230dd,INFO,"{""message"": ""Lote procesado: 5/8 fuentes válidas encontradas.""}",2026-01-12 15:28:07.129543+00,ESP-04,77db4fc5-d3a3-4de8-8cd4-4ffc9968d454,curation
048a5430-b64c-4b9f-9a90-2327a0951f73,28f70651-b644-4325-b838-c925d752e278,GENERATION_STARTED,"{""promptVersion"": ""default""}",2026-01-02 17:45:11.937432+00,ESP-03,,
048cbdfd-63a7-4ea9-b5ab-aeff9c4cc8f3,6e027110-9193-494e-b38b-f3e22583f018,GENERATION_COMPLETED,"{""message"": ""Generación completada: 11 scripts generados"", ""entry_type"": ""GENERATION_COMPLETED""}",2025-12-31 14:53:59.353758+00,ESP-06,,
04a01d09-7800-464e-9940-7079ceed22e5,6e027110-9193-494e-b38b-f3e22583f018,GENERATION_PARTIAL,"{""message"": ""Generación parcial: 10/11 scripts generados. Revise los bloqueadores."", ""entry_type"": ""GENERATION_PARTIAL""}",2026-01-02 16:08:12.811008+00,ESP-06,,
04a70afe-009a-4a0c-b1a6-2536afcddb6c,5dd46e1a-3216-4dc8-a851-8ea242c5e263,INFO,"{""message"": ""Lote procesado: 3/3 fuentes válidas encontradas.""}",2026-01-14 23:08:03.416348+00,ESP-04,bb7d873c-5cd9-4e1c-bc37-f60a611e0c62,curation
04b6736f-90df-49cd-a850-85944cf28f59,0ecd1b54-ad27-456b-8518-ddb826f20fcc,DECISION,"{""message"": ""Bulk action: 56 fuente(s) con URL fallida marcada(s) como NO APTA."", ""entry_type"": ""DECISION""}",2026-01-03 17:59:44.292007+00,ESP-04,f19f72fb-ea2d-4da9-8b27-5495a653fba7,curation
04ceeb2e-603f-4051-83e6-6975a110ca9f,f15f816c-d589-4889-a24c-deaafce49209,INFO,"{""message"": ""Lote procesado: 0/6 fuentes válidas encontradas.""}",2026-01-16 06:21:14.874393+00,ESP-04,5bc7c2e4-b8da-4359-bb5d-ae40190db733,curation
05147665-3ed4-4407-a0cb-41adb7e4adc1,5dd46e1a-3216-4dc8-a851-8ea242c5e263,VALIDATION_COMPLETED,"{""score"": 99, ""passed"": true, ""criteriaCount"": 5}",2026-01-14 17:13:14.0201+00,ESP-02,,
054e9659-de12-4f0a-bc11-58e69a017a7b,5dd46e1a-3216-4dc8-a851-8ea242c5e263,INFO,"{""message"": ""Lote procesado: 6/6 fuentes válidas encontradas.""}",2026-01-15 00:02:32.19732+00,ESP-04,97d46e57-01a1-4b8f-ba2b-a7cd41ca1d40,curation
0565aafc-4587-4110-a6f4-a9d962d17bc7,5dd46e1a-3216-4dc8-a851-8ea242c5e263,INFO,"{""message"": ""Iniciando proceso Background (Admin: true)."", ""components_count"": 90}",2026-01-14 23:28:02.54183+00,ESP-04,c4d8cb2c-ccbe-446e-a15a-3d796a2ca165,curation
056708a1-10aa-4c39-8b73-3f454decdeb2,28f70651-b644-4325-b838-c925d752e278,DECISION,"{""message"": ""Bulk action: 208 fuente(s) pendiente(s) marcada(s) como APTA."", ""entry_type"": ""DECISION""}",2026-01-03 23:53:01.337437+00,ESP-04,aed193f7-cf5a-40b0-abe2-c415c515ad16,curation
0594ab41-5eb9-47ff-bb04-22d381652755,6e027110-9193-494e-b38b-f3e22583f018,NOTE,"{""message"": ""Generacion completada: 0 fuentes. URLs: 0 OK, 0 fallidas. Auto-clasificadas: 0."", ""entry_type"": ""NOTE""}",2025-12-30 20:22:31.275784+00,ESP-04,d7dc2e6d-6db8-438e-a5da-18e4d96cfc94,curation
05b3ea20-e897-40fa-a2f3-c22547f1353b,5dd46e1a-3216-4dc8-a851-8ea242c5e263,INFO,"{""message"": ""Lote procesado: 6/6 fuentes válidas encontradas.""}",2026-01-14 22:13:59.07908+00,ESP-04,2117f7ee-8402-420f-a214-570d58aa8404,curation
05b5b604-ebc9-4dea-9c4a-37bc68f2463b,5dd46e1a-3216-4dc8-a851-8ea242c5e263,INFO,"{""message"": ""Lote procesado: 6/6 fuentes válidas encontradas.""}",2026-01-14 22:21:52.110723+00,ESP-04,2117f7ee-8402-420f-a214-570d58aa8404,curation
05c0f19d-1112-49f7-baf7-cf0185bac276,5dd46e1a-3216-4dc8-a851-8ea242c5e263,NOTE,"{""message"": ""Proceso de fondo finalizado exitosamente."", ""entry_type"": ""BG_PROCESS""}",2026-01-14 22:24:09.671585+00,ESP-04,2117f7ee-8402-420f-a214-570d58aa8404,curation
05cc040b-c788-441e-92af-56ea7301a84f,0ecd1b54-ad27-456b-8518-ddb826f20fcc,NOTE,"{""message"": ""Generacion completada: 161 fuentes. URLs: 0 OK, 0 fallidas. Auto-clasificadas: 0."", ""entry_type"": ""NOTE""}",2026-01-03 22:56:02.655739+00,ESP-04,ca1a8dd1-fc5d-4eb7-b596-6d6330583597,curation
0609a89c-9990-4acd-89b1-e25be3156783,f15f816c-d589-4889-a24c-deaafce49209,INFO,"{""message"": ""Lote procesado: 0/6 fuentes válidas encontradas.""}",2026-01-16 05:43:40.259534+00,ESP-04,073458a0-ab21-4611-8899-27233dca186b,curation
061880dd-6d96-43c9-8650-484d10f7fe2d,9d29e510-f9c2-4e0e-9eeb-0a81fa5c2e42,INFO,"{""message"": ""Lote procesado: 6/6 fuentes válidas encontradas.""}",2026-01-14 02:01:18.904975+00,ESP-04,799e5d9c-e084-4a5b-ad2b-3dc707486478,curation
0630b867-a566-41a3-83e4-8aae49f6edce,89eb8cdd-cf77-4ccb-ad23-f62490f5e270,QA_APPROVED,"{""qa"": {""notes"": """", ""status"": ""APPROVED"", ""reviewed_at"": ""2025-12-30T16:42:43.091Z"", ""reviewed_by"": ""qa-user""}}",2025-12-30 16:42:43.388551+00,ESP-02,,
063621d7-b98e-40a9-aee0-7507d0c33963,9dae2760-d0c8-41e1-9078-06fbe3b3314a,INFO,"{""message"": ""Lote procesado: 0/1 fuentes válidas encontradas.""}",2026-01-16 18:19:46.641469+00,ESP-04,5b031a1e-66a6-493e-bcd6-677eb6adbda3,curation
0637e30d-e0b5-40a7-9936-87da379ce397,28f70651-b644-4325-b838-c925d752e278,DECISION,"{""message"": ""Bulk action: 96 fuente(s) con URL fallida marcada(s) como NO APTA."", ""entry_type"": ""DECISION""}",2026-01-02 19:57:33.680213+00,ESP-04,d4082a48-63a5-46e3-9626-f9310c324dec,curation
06485b68-22b6-4246-9c26-d8a748f914e4,5dd46e1a-3216-4dc8-a851-8ea242c5e263,INFO,"{""message"": ""Lote procesado: 5/5 fuentes válidas encontradas.""}",2026-01-15 00:08:18.002444+00,ESP-04,97d46e57-01a1-4b8f-ba2b-a7cd41ca1d40,curation
067a82ed-bac8-428a-a8f3-a5e0fb8d58a8,2dd66901-d851-4066-8b7e-243dbbf3a578,VALIDATION,"{""message"": ""Validaciones ejecutadas. Estado: PHASE3_NEEDS_FIX"", ""entry_type"": ""VALIDATION""}",2026-01-16 22:25:12.909218+00,ESP-05,,
067faca1-ace0-42b4-8605-c77ce8395a06,5dd46e1a-3216-4dc8-a851-8ea242c5e263,VALIDATION_STARTED,"{""model"": ""gemini-2.5-pro""}",2026-01-14 20:17:29.229251+00,ESP-03-VAL,,
